#mH		(GeV)			Cross		Section		(pb)			+scale		%			-scale		%			+(PDF+αs)		%			-(PDF+αs)		%			+		Total		%			-		Total		%
218			5.8142			5.9			6.6			7.4			7.6			13.3			14.2
220			5.7085			5.9			6.6			7.3			7.6			13.2			14.2
222			5.6061			5.9			6.6			7.3			7.6			13.2			14.2
224			5.5071			5.9			6.6			7.4			7.6			13.3			14.2
226			5.4112			5.9			6.6			7.4			7.6			13.3			14.2
228			5.3183			5.9			6.5			7.4			7.7			13.3			14.2
230			5.2283			5.9			6.5			7.4			7.7			13.3			14.2
232			5.141			5.9			6.5			7.4			7.7			13.3			14.2
234			5.0563			5.9			6.5			7.3			7.7			13.2			14.2
236			4.974			5.9			6.5			7.3			7.7			13.2			14.2
238			4.8944			5.9			6.5			7.3			7.7			13.2			14.2
240			4.817			5.9			6.4			7.3			7.7			13.2			14.1
242			4.7418			5.9			6.4			7.3			7.7			13.2			14.1
244			4.6689			5.9			6.4			7.3			7.7			13.2			14.1
246			4.5981			5.8			6.4			7.4			7.7			13.2			14.1
248			4.5294			5.8			6.4			7.4			7.7			13.2			14.1
250			4.4627			5.8			6.4			7.4			7.7			13.2			14.1
252			4.398			5.8			6.4			7.4			7.7			13.2			14.1
254			4.3351			5.8			6.3			7.5			7.6			13.3			13.9
256			4.2741			5.8			6.3			7.5			7.5			13.3			13.8
258			4.2149			5.8			6.3			7.5			7.4			13.3			13.7
260			4.1574			5.8			6.3			7.6			7.4			13.4			13.7
262			4.1016			5.8			6.3			7.6			7.5			13.4			13.8
264			4.0709			5.8			6.3			7.6			7.6			13.4			13.9
266			3.9951			5.8			6.3			7.6			7.7			13.4			14
268			3.9442			5.8			6.2			7.6			7.8			13.4			14
270			3.8949			5.8			6.2			7.6			7.9			13.4			14.1
272			3.8471			5.8			6.2			7.6			7.9			13.4			14.1
274			3.8009			5.8			6.2			7.6			7.9			13.4			14.1
276			3.7561			5.8			6.2			7.6			8			13.4			14.2
278			3.7128			5.7			6.2			7.6			8			13.3			14.2
280			3.6709			5.7			6.2			7.6			8			13.3			14.2
282			3.6302			5.7			6.2			7.6			8			13.3			14.2
284			3.591			5.7			6.1			7.6			8			13.3			14.1
286			3.553			5.7			6.1			7.6			8			13.3			14.1
288			3.5164			5.7			6.1			7.6			8			13.3			14.1
290			3.4811			5.7			6.1			7.6			8			13.3			14.1
295			3.3986			5.7			6.1			7.6			8			13.3			14.1
300			3.324			5.7			6.1			7.7			7.9			13.4			14		
